DBCODE,ENTITY,YEAR,DATE,STREAM,SITE,SITE_CODE,TRANSECT,REACH_SECTION,WETTED_WIDTH,DEPTH_1,DEPTH_2,DEPTH_3,DEPTH_4,DEPTH_5,MAX_DEPTH,REACH_LENGTH,NOTES
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",5,M,112,9.0,10.0,7.0,7.0,4.0,10.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",10,M,89,2.0,11.0,15.5,14.5,6.5,15.5,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",15,M,66,6.5,5.5,2.0,4.5,2.0,6.5,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",20,M,96,26.5,22.0,27.5,15.0,8.0,27.5,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",25,M,79,5.5,1.0,3.0,7.0,10.0,10.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",30,M,130,6.5,5.0,15.5,20.0,6.0,20.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",35,M,170,7.5,10.0,1.5,1.0,1.5,10.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",40,M,165,2.0,4.5,3.5,4.5,0.5,4.5,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",45,M,53,0.5,0.5,5.0,9.0,1.5,9.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",50,M,50,8.0,12.0,5.0,1.0,1.0,12.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",55,M,70,1.0,1.0,0.0,5.0,4.0,5.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",60,M,230,14.0,10.0,5.0,0.0,1.0,14.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",65,M,150,5.0,2.0,0.0,10.0,9.0,11.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",70,M,240,4.0,4.0,3.0,2.0,2.0,13.0,75,""
AS011,2,2016,2016-08-31,"Lookout","LO_HW_BELOW_EOF","L1129",75,M,119,7.0,11.0,3.0,14.0,12.0,14.0,75,"bottom net"
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",0,M,,,,,,,,65,"Transect 0/'Net #4' under bridge, measuring began at transect 5"
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",5,M,460,18.0,29.0,37.0,34.0,10.0,37.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",10,M,430,9.0,22.0,31.0,22.0,36.0,37.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",15,M,690,36.0,23.0,38.0,13.0,15.0,57.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",20,M,705,17.0,21.0,20.0,8.0,7.0,26.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",25,M,710,17.0,25.0,30.0,8.0,11.0,34.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",30,M,610,19.0,19.0,16.0,8.0,7.0,31.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",35,M,610,13.0,19.0,10.0,17.0,15.0,28.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",40,M,550,24.0,15.0,21.0,13.0,5.0,25.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",45,M,580,25.0,24.0,11.0,17.0,11.0,27.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",50,M,690,32.0,28.0,17.0,20.0,13.0,34.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",55,M,630,18.0,17.0,21.0,31.0,22.0,31.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",60,M,560,17.0,12.0,21.0,10.0,13.0,30.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_ADD","R556",65,M,470,10.0,21.0,23.0,21.0,13.0,23.0,65,""
AS011,2,2017,2017-07-12,"McRae","MCRAE_SCALER_CONTROL","R558",0,M,820,15.0,10.0,10.0,11.0,10.0,15.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",5,M,820,8.0,25.0,16.0,12.0,11.0,25.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",10,M,570,18.0,17.0,18.0,20.0,9.0,25.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",15,M,520,8.0,23.0,32.0,12.0,10.0,32.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",20,M,520,10.0,22.0,25.0,14.0,15.0,25.0,73,"Side pool: 1.2m  max depth: 15cm  Length: 4.1m"
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",25,M,670,14.0,31.0,22.0,17.0,15.0,31.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",30,M,490,21.0,27.0,14.0,14.0,7.0,27.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",35,M,450,17.0,29.0,22.0,14.0,6.0,33.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",40,M,530,17.0,17.0,16.0,11.0,16.0,20.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",45,M,580,23.0,15.0,12.0,17.0,8.0,25.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",50,M,550,4.0,9.0,15.0,20.0,26.0,27.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",55,M,460,14.0,21.0,21.0,28.0,25.0,37.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",60,M,400,13.0,10.0,20.0,44.0,44.0,44.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",65,M,450,11.0,39.0,25.0,15.0,14.0,39.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",70,M,450,10.0,20.0,19.0,25.0,12.0,30.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_CONTROL","R558",73,M,500,12.0,9.0,20.0,17.0,12.0,20.0,73,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",0,M,510,18.0,20.0,32.0,21.0,8.0,35.0,75,"Net #3 bottom of depletion"
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",5,M,520,30.0,26.0,28.0,11.0,17.0,37.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",10,M,530,33.0,35.0,24.0,20.0,17.0,42.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",15,M,510,33.0,29.0,19.0,9.0,17.0,33.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",20,M,470,6.0,18.0,19.0,25.0,6.0,25.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",25,M,460,18.0,26.0,28.0,15.0,11.0,30.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",30,M,480,21.0,17.0,22.0,20.0,18.0,27.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",35,M,480,16.0,20.0,21.0,23.0,5.0,29.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",40,M,730,14.0,22.0,20.0,13.0,15.0,26.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",45,M,610,6.0,22.0,23.0,30.0,12.0,32.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",50,M,730,6.0,24.0,12.0,24.0,10.0,28.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",55,M,810,6.0,16.0,16.0,26.0,13.0,27.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",60,M,840,15.0,7.0,28.0,20.0,13.0,30.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",65,M,740,10.0,17.0,18.0,15.0,20.0,26.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",70,M,750,7.0,11.0,19.0,11.0,17.0,24.0,75,""
AS011,2,2017,2017-07-13,"McRae","MCRAE_SCALER_DEPL","R557",75,M,790,8.0,5.0,15.0,15.0,22.0,25.0,75,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",0,M,710,23.0,39.0,32.0,17.0,19.0,39.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",5,M,880,47.0,37.0,33.0,41.0,40.0,47.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",10,M,790,45.0,37.0,41.0,36.0,12.0,45.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",15,M,1190,24.0,19.0,26.0,56.0,27.0,62.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",20,M,780,18.0,45.0,30.0,39.0,43.0,47.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",25,M,910,28.0,13.0,31.0,20.0,14.0,42.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",30,M,1010,37.0,18.0,13.0,20.0,32.0,38.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",35,M,870,38.0,35.0,7.0,19.0,24.0,49.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",40,M,1050,17.0,21.0,7.0,19.0,27.0,50.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",45,M,900,30.0,33.0,17.0,21.0,44.0,44.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",50,M,930,15.0,33.0,28.0,30.0,20.0,50.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",55,M,840,62.0,45.0,41.0,67.0,39.0,70.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",60,M,770,15.0,44.0,42.0,28.0,22.0,44.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",65,M,560,28.0,33.0,30.0,28.0,35.0,35.0,70,""
AS011,2,2017,2017-07-17,"Lookout","L701_LOWER","L755",70,M,620,30.0,35.0,52.0,45.0,28.0,61.0,70,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",0,M,600,14.0,26.0,27.0,52.0,52.0,52.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",5,M,530,17.0,22.0,33.0,6.0,14.0,37.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",10,M,500,8.0,37.0,39.0,45.0,5.0,35.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",15,M,580,38.0,28.0,35.0,30.0,34.0,38.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",20,M,790,24.0,30.0,34.0,61.0,29.0,64.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",25,M,730,84.0,27.0,17.0,37.0,53.0,84.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",30,M,680,38.0,35.0,39.0,21.0,10.0,39.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",35,M,920,33.0,54.0,49.0,27.0,5.0,54.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",40,M,980,18.0,41.0,20.0,21.0,20.0,41.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",45,M,810,42.0,47.0,60.0,22.0,23.0,68.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",50,M,680,6.0,18.0,39.0,28.0,7.0,44.0,55,""
AS011,2,2017,2017-07-18,"Lookout","L701_UPPER","L769",55,M,720,10.0,19.0,28.0,32.0,14.0,32.0,55,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",0,M,130,12.0,9.0,8.0,5.0,4.0,12.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",5,M,190,3.0,3.0,7.0,8.0,2.0,8.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",10,M,210,2.0,5.0,5.0,8.0,10.0,10.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",15,M,160,8.0,5.0,5.0,3.0,1.0,8.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",20,M,100,3.0,5.0,4.0,21.0,19.0,22.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",25,M,110,5.0,21.0,17.0,14.0,6.0,21.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",30,M,320,11.0,13.0,7.0,16.0,8.0,18.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",35,M,220,5.0,7.0,10.0,20.0,17.0,21.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",40,M,110,8.0,17.0,11.0,10.0,4.0,18.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",45,M,240,6.0,14.0,3.0,12.0,7.0,14.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",50,M,160,4.0,9.0,7.0,13.0,2.0,14.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",55,M,150,2.0,1.0,8.0,5.0,2.0,10.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",60,M,150,4.0,6.0,3.0,3.0,7.0,9.0,75,"Measured at 61m due to large log jam across channel"
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",65,M,120,4.0,1.0,4.0,4.0,2.0,11.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",70,M,280,2.0,6.0,7.0,4.0,3.0,7.0,75,""
AS011,2,2017,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",75,M,450,9.0,22.0,20.0,7.0,7.0,28.0,75,"End of barrier at 76m with woody debris plug"
AS011,2,2018,2017-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",85,M,330,3.9,10.8,14.4,10.5,5.1,14.5,85,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",0,M,190,4.0,5.0,4.0,4.0,12.0,13.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",5,M,320,5.0,7.0,5.0,10.0,8.0,12.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",10,M,0,0.0,0.0,0.0,0.0,0.0,0.0,62,"DRY- no measurements taken"
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",15,M,60,2.0,5.0,4.0,1.0,1.0,6.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",20,M,310,10.0,8.0,5.0,10.0,10.0,13.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",25,M,310,1.0,2.0,3.0,2.0,3.0,6.0,62,"Split channel"
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",30,M,180,1.0,1.0,4.0,2.0,7.0,8.0,62,"Split channel"
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",35,M,130,12.0,10.0,14.0,4.0,11.0,16.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",40,M,160,6.0,13.0,7.0,8.0,5.0,14.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",45,M,140,4.0,5.0,1.0,3.0,1.0,5.0,62,"Split channel"
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",50,M,170,6.0,6.0,8.0,7.0,2.0,9.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",55,M,260,2.0,7.0,4.0,5.0,5.0,15.0,62,""
AS011,2,2017,2017-07-26,"Lookout","LO_HW_ABOVE_EOF","L1155",60,M,120,20.0,13.0,18.0,15.0,17.0,28.0,62,""
